Years of Gym Membership,Weekly Workout Hours,Age,Nutrition Knowledge Level,Income Level,Monthly Expenditure (USD)
0,2,26,1,3,490.26455498824396
8,2,23,5,2,976.4777856503256
1,0,30,2,1,440.822221101569
7,20,39,1,3,1281.0892389296487
8,19,45,4,1,1267.0436204849782
3,1,47,3,3,710.1819105739742
7,2,53,5,1,958.6685659507255
8,14,19,2,3,1208.2993086318286
9,5,53,4,1,984.2298351308214
9,12,25,3,2,1135.8361178456507
4,20,62,3,1,1006.3225238543785
6,0,59,4,1,775.66135691229
9,19,26,2,2,1193.9839498320882
3,18,18,3,1,716.2623496774485
0,0,30,5,2,488.1004845584629
2,20,32,1,3,974.8019186105636
4,1,49,5,2,845.8388428358364
2,14,51,3,2,849.3051117288754
10,13,60,1,3,1421.1671377398893
6,18,48,4,2,1180.541593133561
8,10,31,1,2,921.0744249363895
5,14,64,1,3,1170.1804130068297
9,5,31,1,1,872.6371554612546
0,19,46,3,1,775.7895191091868
6,8,64,2,2,1065.6952964768632
2,4,36,3,1,563.9453200319184
4,19,44,2,1,1116.7332665712315
9,1,26,4,2,904.3707195049963
3,5,54,4,3,931.6754727195162
9,17,54,4,1,1335.3961273758462
4,18,60,4,2,1177.4144350268664
4,8,45,4,3,1017.549318429037
5,20,41,5,1,1017.1676882796345
9,5,45,3,3,1158.9042120188874
9,13,53,2,2,1199.7451257135624
10,12,35,4,3,1311.0246172709994
5,10,42,5,3,1122.8269354452882
7,11,52,5,2,1177.2545435021868
7,18,21,5,1,1103.6081183956846
10,18,31,3,1,1252.6991904903145
8,20,56,4,3,1491.1399634658328
7,18,43,5,3,1389.974022746246
10,12,25,5,3,1213.31642803189
1,13,41,4,3,950.7290182077052
9,17,33,3,1,1197.6506203211213
10,11,37,5,2,1209.512416314294
0,3,32,2,2,517.775478748975
9,9,24,1,2,957.401318069363
1,16,34,1,3,841.1657087712553
1,3,39,1,3,706.2093905041365
2,11,39,3,2,803.3552836776119
9,12,29,5,1,1128.3407873065319
6,3,35,1,2,667.3691255821352
1,9,63,1,1,644.5081639663889
0,2,64,4,3,815.5798401550072
5,14,32,5,2,1046.2204729128828
8,1,54,5,2,1030.8066675545867
2,16,33,4,3,1035.198884614211
5,5,22,5,1,668.4322349132447
2,7,19,2,2,655.8620458766233
0,2,45,3,2,544.3709880004636
4,17,58,4,1,1009.2130414068232
9,0,44,1,2,862.4967591774088
10,15,48,5,2,1385.9225056917182
3,6,58,2,3,898.6761520015075
6,2,53,2,1,791.30796952255
5,3,64,3,2,917.6815224192976
9,8,60,2,2,1152.2008951336252
6,4,18,5,3,937.6696752696672
4,18,46,5,2,1113.5229274030382
3,14,18,2,3,904.566698339158
6,7,25,5,2,931.3196409784455
6,5,33,5,3,1029.2621405271777
5,17,45,1,1,927.102609153212
7,18,39,4,1,1093.5195404405297
3,14,35,5,2,995.4353735791416
9,6,39,5,2,1145.7027155145465
4,9,58,3,3,1009.6007146355861
3,5,29,4,3,793.3586117515822
0,13,36,4,1,726.9855151980938
7,16,42,4,2,1249.2003756657705
0,8,22,2,3,571.4989439116421
4,18,51,1,1,945.5944457210772
5,4,56,1,1,760.950230020895
5,6,27,3,3,944.681815196658
4,18,64,4,2,1206.3560972534497
2,19,24,4,1,844.1930300100422
4,6,54,5,3,1086.5671841840892
7,1,64,2,1,903.2847072601769
1,15,32,2,2,760.9615822995627
5,12,59,3,3,1177.2779388733552
8,7,41,1,2,937.0973859558101
7,5,43,4,2,971.3435427422289
10,5,43,3,1,984.629379066938
7,8,63,2,2,1075.5690448585335
7,3,43,2,1,780.2876894943438
6,10,27,2,3,1035.6680789863606
7,4,34,4,3,1037.4661407262697
5,16,31,4,1,881.0031436544701
1,19,19,4,1,772.5196253864556
1,6,30,5,1,542.5609388701663
7,14,44,1,2,1025.5299300694667
10,14,26,2,3,1212.886894600161
0,13,24,2,3,748.4889035134694
5,12,27,5,2,1028.04602784437
5,10,26,2,1,729.4594970655374
10,12,39,2,3,1341.8633527163915
3,8,40,4,2,834.283671088266
10,9,24,4,1,912.2194569370799
10,3,26,1,3,1050.607437718304
9,16,44,2,1,1122.8912538562543
2,13,41,3,2,814.4731219443655
10,17,46,2,3,1460.8945503281325
2,10,34,2,1,636.6929937216811
0,15,37,1,1,611.636607206532
2,0,24,3,1,414.8526181455211
3,6,60,2,2,787.645434531564
10,9,57,3,1,1243.498043570484
10,8,24,4,3,1208.6287473897892
4,2,45,4,3,892.9319949936659
2,13,36,3,1,725.6476254958609
5,14,37,2,2,894.1730981283841
10,1,61,3,3,1181.2717220229315
4,13,56,3,3,1068.8113593144299
2,15,57,4,3,1039.0170966544943
5,6,24,3,1,602.9218773340012
5,3,23,5,3,843.23957367291
7,17,42,5,1,1151.0241824747782
1,4,58,4,1,568.8902839424757
0,5,30,2,1,444.9921742189363
3,6,56,2,1,724.8729574063066
6,14,57,4,1,1073.4145588092288
10,0,39,2,3,1163.1046597550958
9,3,34,1,1,797.9700821244525
2,0,39,5,1,584.9105203901792
2,10,51,1,1,695.473291558734
4,17,25,1,1,866.9368701240237
4,13,62,1,1,954.2292393670639
9,10,35,4,1,1029.999934196792
2,9,41,1,3,801.8159527101838
8,16,59,3,1,1137.929241353817
3,3,19,2,1,470.7977375240002
2,14,19,4,3,927.7320363727789
10,15,44,3,3,1406.9064011091994
1,20,31,3,2,965.030303066888
9,12,56,5,3,1427.255579456574
10,8,29,5,3,1317.3705456319194
8,10,49,3,1,1026.8429033001632
3,10,45,5,2,867.023130640729
2,5,45,2,1,553.7504907518244
6,0,63,2,2,873.3900747034179
7,5,42,5,1,872.5226880626377
10,12,21,1,3,1092.2466942745068
1,4,43,3,3,634.883203977734
6,14,53,2,2,1155.6953807112568
4,17,20,5,1,909.2666420486026
10,19,18,5,1,1233.782925419265
4,13,34,2,3,998.4178467139573
2,14,24,2,3,832.6282515584187
4,4,22,1,2,659.7166846533206
1,3,36,5,3,653.036136039469
3,1,56,5,2,695.7953552825697
5,6,63,4,2,994.9175247431614
0,9,51,1,2,671.4849083946011
9,15,52,2,2,1225.7942912424535
3,9,33,2,3,775.3335296410522
5,17,57,3,2,1194.5332596560331
8,16,64,2,3,1379.428564844633
10,20,56,5,2,1564.7044232396863
10,12,44,2,3,1385.2852455108377
1,0,58,5,2,609.8207420806478
10,0,55,5,3,1235.665906183559
6,14,42,1,1,932.4796548679291
5,0,43,2,2,762.221284533355
1,5,31,1,2,508.329369837981
7,12,31,5,1,997.7915346710722
6,0,31,2,1,651.6833889289517
10,4,42,2,2,1071.887544041809
4,8,53,1,3,1032.9473765916073
4,16,21,1,2,811.5773515236585
6,15,64,5,3,1380.3512227882006
8,7,32,5,1,945.6858424051691
10,16,49,2,3,1414.6742063112868
8,14,35,2,2,1144.4069374800224
8,0,31,4,1,780.7822286396291
5,11,18,4,1,726.7024859031454
9,4,59,3,2,1162.6353787628793
5,5,37,5,2,914.5129757686326
2,0,27,3,1,498.7345468139401
0,0,27,3,3,561.3559797882052
6,9,41,1,3,1004.3238870754834
3,9,51,1,3,904.7066609314812
0,2,45,4,2,636.790041558496
7,16,44,3,1,1041.6444005965745
5,18,57,4,3,1269.7556362955384
5,10,18,5,1,801.0187902918805
1,17,50,2,3,925.2957763849026
0,1,21,1,1,272.4352673463687
1,8,24,5,2,703.4842542504246
3,16,26,5,2,937.6803082092423
1,13,33,1,2,775.4020808352225
0,3,22,1,3,556.3986154645899
6,16,51,3,2,1126.0894069803846
10,16,40,4,2,1372.7880949459447
10,11,60,5,2,1419.227075797247
7,19,42,3,1,1134.138434063237
5,17,30,3,1,908.4094268071892
3,2,41,5,1,589.5606383155709
5,10,28,5,1,812.0886135327627
2,17,34,2,1,715.674585920306
7,3,54,4,1,945.6233070092068
9,16,30,5,1,1157.2429857702828
1,17,44,1,2,866.0825890489248
4,4,37,2,2,788.0150942938058
0,13,50,4,3,940.6089447634619
5,9,59,1,2,1013.8537432033721
1,14,49,1,1,687.4720441538708
3,0,25,4,1,514.3227939870073
5,15,46,2,3,1150.27034706005
9,10,57,1,2,1129.9242142727358
10,19,36,3,2,1334.5331047121208
7,5,23,4,3,1055.7594589400435
7,15,61,4,1,1157.75647451001
10,1,56,5,1,966.8681317164853
5,0,58,2,1,682.6881820384668
3,8,38,3,1,652.3535275194047
7,11,39,3,3,1177.7961399493524
7,16,59,5,2,1345.7396916305922
9,14,27,1,1,1012.9064459778573
0,18,27,1,2,704.5261964735054
3,9,46,3,2,852.9591916649146
3,11,33,2,1,679.2364225429556
6,13,18,1,1,707.6584966119083
10,8,34,4,1,1044.3949018629494
6,12,47,5,2,1256.8331055734632
10,2,43,2,3,1063.5374648438503
7,20,63,1,1,1102.2577525972363
10,13,36,3,2,1301.1971690382004
4,20,38,5,2,1162.4326785725805
6,9,34,1,1,794.8970235582805
7,15,63,3,3,1337.0711653452656
8,6,57,1,1,946.3126470074725
2,3,38,5,1,602.5883794812501
2,19,58,4,3,1255.5383333884388
3,10,57,4,1,900.847603752941
4,15,62,3,1,1030.1119572566456
9,19,36,4,3,1395.8640525215014
0,3,24,5,2,541.4479815390548
6,16,34,3,2,1049.229287619512
8,12,18,1,2,1021.4233754517754
7,10,54,2,2,1044.2508770933184
4,2,23,1,2,578.2744658530339
3,8,43,5,1,720.6619827599569
6,5,19,3,3,860.0932450908249
4,20,49,1,2,1049.528513717332
6,10,22,3,3,992.3640381470861
0,15,54,4,2,845.0185635782245
0,18,48,2,1,820.7814346224541
9,4,29,5,2,1015.6467516663766
2,13,52,1,2,823.3190338673288
10,16,47,2,3,1453.4843371781005
1,2,23,5,3,763.1199494845077
1,3,32,5,1,499.7882036211845
6,15,32,4,3,1167.7422907938637
9,15,33,3,3,1268.0853225180608
1,20,37,3,3,1058.1014217798108
10,3,30,2,1,917.7685802756331
3,18,61,4,1,1032.6810986523149
1,16,59,5,1,893.0816421194513
5,12,63,4,3,1251.6980110779496
7,0,48,4,3,1046.983501653141
9,11,51,2,1,1162.702123343429
3,3,46,3,3,800.8733389235873
4,10,20,4,3,962.6167841537133
3,4,26,4,2,685.2890992825284
2,1,28,4,1,393.28601329595904
4,16,28,1,1,866.1102316060905
8,7,42,4,3,1184.8740171813583
7,5,39,4,3,1095.340202921132
7,20,59,5,2,1442.3158758281359
7,8,63,1,1,984.8028104523052
7,12,26,4,1,891.6503715072598
6,10,37,4,3,1138.7339370416837
7,15,38,2,1,1024.8315279350074
10,15,27,2,3,1211.5079737453702
7,1,39,1,2,878.3018623448775
7,9,46,5,3,1191.1337742064911
9,11,26,1,2,1079.7783806806667
6,7,22,1,3,863.1999858952465
0,10,57,2,2,718.3394273233091
3,9,28,2,2,726.0539045935731
3,12,18,5,1,836.086227779698
4,16,59,4,3,1335.6471689882487
9,6,18,5,1,883.2733502663064
5,2,56,4,1,852.3671067332301
3,19,63,3,3,1236.1683650292798
1,12,22,2,1,660.9157452152942
5,18,39,3,1,1052.6435477444786
7,6,43,3,1,888.9527723730406
7,8,23,2,3,989.0691027613117
6,18,49,3,1,1125.4194801084209
5,12,28,1,1,784.1753363340655
1,7,27,4,1,489.8682159461158
6,17,64,5,3,1420.390669544289
10,1,56,2,2,1027.4159403754616
4,17,51,1,2,998.5153082107516
5,17,48,5,2,1235.7276097659615
9,10,29,5,2,1155.1874389076481
7,0,61,5,1,882.2739922682898
7,13,33,3,3,1104.4065270869917
2,15,55,3,1,826.1976918700801
6,10,20,3,3,987.0278671422706
0,0,19,3,1,369.2929615668466
0,6,22,1,2,407.54619126060607
6,15,28,3,2,1044.7382145987688
9,13,42,2,3,1300.355965021708
8,14,52,5,1,1251.1319625964484
6,13,52,1,2,1056.2438829228784
9,20,39,3,3,1455.398877245928
4,10,54,5,1,979.1049372332642
7,15,39,1,3,1136.14681484853
1,18,28,5,1,839.5602774926417
8,16,49,1,1,1025.301547940929
5,5,52,4,1,833.2096919228419
8,10,48,1,3,1158.1325760897273
1,16,62,3,3,1033.8949766460719
2,8,25,5,1,683.6196604712369
7,17,37,5,2,1276.4255954167454
0,16,59,5,1,918.4513697684913
9,11,51,2,3,1303.9870325170991
6,4,21,2,1,583.3710127810847
6,10,35,3,3,1048.5512376425631
0,3,21,4,1,435.29402511618304
8,3,37,2,1,854.6344254062983
7,2,26,1,2,809.8347391397209
3,16,33,3,2,940.7045515600267
9,6,43,4,3,1195.9036368235156
10,3,55,1,1,866.7262632907216
4,12,42,5,3,1143.132364222263
1,11,21,2,1,530.0427287057225
8,0,58,1,1,757.3111038316149
5,20,62,4,1,1218.1364022687324
2,18,58,3,2,1110.9776729823943
6,20,55,1,3,1348.363507282501
8,19,36,3,1,1183.7461267221438
2,17,31,5,1,891.6702152260775
1,10,38,4,3,723.4684558102882
6,19,32,4,3,1346.0580622342056
6,2,20,2,1,560.4131546929768
3,16,54,4,2,1024.80030938137
10,11,63,1,2,1241.4448718493413
8,9,33,1,1,857.1617676904671
7,7,31,1,2,950.020386509765
0,14,26,5,3,887.1916583371516
0,4,64,4,2,686.0747913112286
4,3,24,4,3,773.6423771203805
5,20,31,1,3,1259.7184853776616
2,19,23,2,3,972.651766305545
8,18,38,2,3,1288.4087859775702
9,20,32,4,2,1248.9066881555275
5,3,25,4,3,771.215291548141
3,14,51,3,1,819.1556363110046
6,16,57,4,3,1329.7918938982712
7,11,18,1,1,845.4706991074584
8,2,49,5,3,1165.803722254587
10,9,22,4,3,1268.7030523210788
5,14,47,4,2,1113.2887284095782
5,9,39,1,3,893.707778006584
7,17,37,3,3,1286.242803869116
4,0,33,4,2,708.3811502215735
2,2,24,2,2,513.995077354585
2,20,24,2,1,764.7012192859175
5,11,19,2,2,817.5866238857308
1,0,64,5,1,542.6791338712895
5,2,31,5,3,828.3917706301958
5,2,48,4,1,877.088267493544
7,4,58,4,2,977.4264173048615
6,18,31,4,3,1146.6693855581964
7,0,22,5,1,673.9833234836073
8,3,28,4,1,842.9564231686643
5,3,57,1,1,753.0592620970604
2,16,22,3,3,868.8023527226727
9,13,46,2,1,1104.829116734604
2,17,28,2,1,712.7697089617161
10,0,22,1,2,849.514613949606
0,15,49,4,1,750.3370726602163
10,2,53,5,3,1220.2978751829512
4,20,32,4,2,1047.5434198083685
3,8,36,4,3,800.0434678170423
8,3,39,2,2,903.9233348955395
8,20,51,2,2,1311.1782189980843
4,4,34,5,1,629.5751304010963
9,10,29,2,3,1138.1647339560357
3,20,42,4,1,967.2371437023771
6,8,34,1,2,767.3261808276222
5,2,27,5,1,636.4233310554147
3,5,45,1,2,664.849228044161
9,10,35,4,2,1153.986940236786
1,8,35,5,3,897.2612146133172
0,14,62,1,3,922.3607042099302
3,2,49,5,3,942.9793786875101
3,0,31,4,3,713.8763678835162
0,19,33,5,1,813.5621104590804
5,18,35,4,3,1208.3398572891251
3,13,33,5,3,1145.5719457020286
0,16,34,5,3,932.3824495029413
0,13,24,2,2,679.1239298428529
0,16,29,4,2,795.1362001431689
7,13,51,3,3,1311.2807076035692
9,11,27,5,2,1186.6073717520644
7,15,22,1,2,1007.0369921897022
1,0,38,2,1,342.91751684938254
10,12,20,2,2,1047.3224911734771
6,5,36,5,1,799.1933126659602
7,16,62,3,2,1255.3742838344783
7,11,61,2,3,1240.557312446389
10,18,52,4,2,1409.3134318473237
9,5,23,5,2,916.1399094372827
10,6,31,5,1,1076.3687630589204
6,0,21,3,3,817.36523716576
4,0,62,4,1,733.0125492781821
