Distance Traveled (miles),Number of Participants,Age,Accommodation Quality,Duration of Stay (days),Travel Expenses (USD)
340,4,64,4,2,2800.6876639714387
470,4,61,5,1,2762.9251398580136
275,5,47,2,2,2362.221546345061
407,2,44,3,1,1928.3019820155437
219,3,24,3,2,1701.0285321683475
60,2,37,1,1,1251.8659122371957
127,3,48,5,2,2480.4848664808505
210,4,40,4,1,2084.3998836808037
386,5,30,2,1,1812.5165351916733
48,2,34,2,2,1613.5091712777473
37,4,21,2,1,1277.719632161326
268,3,31,3,1,1663.1248350052892
93,2,37,4,1,1833.7315884557408
463,2,30,2,1,1583.136261200124
164,4,20,2,3,1763.4283020685043
126,2,43,1,1,1481.802484362614
11,5,43,5,3,2663.4628987802575
102,5,35,5,3,2598.3159168123393
175,4,49,5,1,2472.7667344765464
396,3,31,1,2,1751.4152831829167
409,4,64,3,2,2728.2190019661934
359,5,20,1,1,1413.7901361021572
305,1,18,2,3,1440.6776132115365
267,1,43,4,2,2063.5764343606097
90,2,41,2,1,1561.5757358962396
434,2,52,2,1,1948.2808690768697
277,1,31,4,3,2030.1253837612442
428,5,20,5,2,2323.3542439389307
244,2,30,1,1,1292.7006189892293
330,4,64,3,2,2686.7230799623662
320,4,31,2,1,1714.1833892069583
310,5,38,2,1,1913.6997371001062
472,2,43,3,1,2023.618928290425
483,4,20,1,3,1751.7547885751035
366,2,57,2,3,2439.410826927725
222,2,21,3,3,1674.720955007087
71,4,53,2,2,2175.9143625441534
58,1,60,5,3,2686.5949253642434
136,4,18,5,3,2161.946083729242
232,5,57,2,2,2400.7389197181583
418,3,64,2,2,2454.2867901055656
288,4,50,5,2,2643.6772056048826
417,2,24,2,2,1582.530964905688
303,2,28,1,3,1700.7549515675482
293,4,44,1,3,2159.162050637107
286,3,31,4,2,2153.4462918709046
447,4,39,1,3,2164.9328048138536
116,3,33,2,1,1415.5715710908087
155,3,63,2,3,2554.158245297392
429,5,29,3,1,1941.980191322752
108,2,63,1,2,2132.8696995849377
438,2,27,5,2,2108.151374554276
384,3,41,5,3,2649.342141232495
82,2,63,4,2,2604.647074866296
446,1,35,3,3,1967.71476684565
495,3,39,5,3,2660.286555800103
131,2,26,4,3,1998.7852645515463
39,1,34,1,3,1529.5307336986725
197,5,55,3,1,2243.4597539595466
373,2,57,3,1,2196.704352241383
363,1,30,2,2,1558.6004596642454
297,4,54,1,1,1971.687980285646
460,4,23,3,2,2002.9428555645338
204,1,38,4,2,1977.2231262181188
165,3,53,5,3,2761.49828665139
181,3,24,1,3,1640.1794945990484
344,2,53,1,3,2160.7768851862265
50,4,42,3,3,2299.8218462066643
72,3,28,3,3,1983.8663341052852
32,3,61,3,3,2553.913649202869
369,4,31,4,1,2032.578336743661
84,5,62,2,2,2470.4948493192333
57,3,46,3,2,2073.102773603928
169,1,27,2,3,1599.276554017426
322,2,22,2,1,1270.3006905609702
127,3,25,1,3,1617.9631969962084
109,3,63,5,1,2550.7630015680115
389,5,22,5,1,2152.975507120414
426,1,41,4,2,2088.643588860263
417,2,57,4,2,2575.6558548957896
176,3,43,5,1,2255.163920101854
299,2,23,5,2,2046.0062997843054
449,4,33,1,1,1593.9112916387194
165,3,53,1,1,1843.7192803653988
430,3,29,5,1,2055.2950353400174
16,4,28,3,2,1870.6120705471958
205,5,20,3,3,2020.2665508543935
430,3,61,1,2,2279.1870137936708
65,2,54,2,3,2194.3159363961054
330,1,23,5,2,1852.459485504441
202,2,36,4,2,2023.0569269381149
56,5,35,3,3,2402.744903979682
157,1,33,2,1,1371.944028015099
284,2,40,3,3,2174.4438629313217
166,2,60,2,1,1968.4021080054033
211,4,54,5,1,2563.627594341523
453,5,26,5,2,2387.1920647867314
411,4,20,5,2,2146.368742499734
485,1,25,1,2,1337.0408967798114
428,4,55,2,2,2411.6469402964412
436,5,21,4,2,2011.7496604413147
488,3,29,4,3,2235.579560359965
484,3,61,5,3,3094.4845796821655
135,1,48,4,3,2360.513721733678
404,3,42,3,3,2472.56798966603
314,4,33,2,2,1937.068375296112
378,1,59,2,3,2395.7116423774473
303,5,31,2,3,2177.14242047175
73,1,30,3,1,1428.4206552538167
334,1,58,1,2,1987.6691777180488
401,2,24,3,3,1949.1306340538056
427,2,29,2,3,1815.3182002422598
185,1,54,2,3,2185.648069990043
125,3,21,2,2,1483.663319846183
449,2,19,4,3,1983.6929620995018
213,5,52,1,1,1979.3739964433018
495,4,61,3,2,2650.8074540776392
330,2,20,2,1,1291.954337294009
40,1,21,5,2,1701.749510008868
397,3,55,1,3,2351.9604124544517
122,4,29,5,2,2202.5000527160564
374,2,36,1,2,1594.6892696406103
443,3,27,2,2,1849.666143437403
334,3,18,1,1,1224.1544867468301
423,3,34,1,2,1772.5307507863763
385,1,33,2,3,1926.7258751900956
353,5,26,5,2,2357.0558618860437
452,3,26,5,2,2181.875688121324
76,4,26,4,3,2171.6911465133253
84,2,29,5,3,2248.34670211279
54,4,58,5,1,2492.2757880227714
269,1,32,1,3,1700.2496120382596
163,1,19,4,3,1693.8890991290414
164,4,28,2,3,1968.65403701877
439,5,28,2,2,2030.010593853918
372,1,25,3,1,1468.2217251347759
457,1,49,4,3,2560.8776889167457
484,4,23,1,3,1845.6245590943402
243,1,37,3,3,1947.8434407588645
60,5,56,3,2,2552.5127343858453
315,5,52,2,2,2489.930759896009
271,5,25,5,1,2077.2678358727626
324,2,60,1,1,1946.0969606822446
134,5,51,4,2,2545.68047758333
408,5,36,3,3,2428.908946743626
254,2,24,1,3,1562.367475259055
39,3,48,2,1,1743.1170722260028
435,1,35,3,3,2072.3110099224104
494,5,57,3,2,2888.5159073273153
131,1,31,2,1,1250.2058980209208
134,4,56,2,2,2304.077765721561
46,1,53,2,2,1795.0787028676098
179,2,34,1,3,1745.6649784921767
133,1,54,1,2,1761.229526658963
366,1,61,1,2,2067.631944311483
44,1,26,5,3,2005.2946021481646
96,3,37,3,2,1944.9555660260048
143,3,62,1,3,2314.127800154689
205,4,45,5,2,2538.3079804659405
283,2,37,3,3,2143.285890595626
210,1,58,1,3,2102.8681217273825
378,1,53,2,1,1919.1653792468994
294,1,44,4,2,2129.050815170507
86,1,25,1,2,1143.3564816712558
68,3,49,4,1,2135.571620985745
440,4,18,1,3,1607.650684182212
135,5,34,2,3,2245.5774361622002
410,2,26,4,1,1638.9608121177935
118,1,37,5,1,1893.8230460085122
233,4,62,2,3,2693.5393996635967
287,5,49,4,3,2766.9730173409434
77,4,19,4,1,1646.4729334383528
78,3,49,2,2,1984.5259136588277
174,5,62,2,3,2718.7285717122854
498,4,26,2,1,1692.5199137755853
314,3,47,3,2,2244.5833840030914
406,4,37,5,2,2442.9973712402093
171,4,55,1,2,2156.0187166773894
374,5,18,4,2,2036.594386176231
351,3,22,1,1,1259.9695779616432
318,1,52,2,3,2196.424833977667
388,2,53,5,2,2536.7345798956558
352,5,18,5,2,2129.786212653104
444,3,31,3,1,1762.5402018306738
396,4,26,2,2,1838.5165043272798
51,3,47,4,1,2019.0431967308589
363,2,41,3,1,1910.9630128088954
425,2,21,2,3,1742.5832921785661
118,1,31,3,2,1647.218917064667
60,1,42,1,3,1703.4165789381298
259,2,21,2,1,1169.6974218802068
350,5,42,4,2,2541.5959337047025
439,5,27,4,1,2023.3898359439288
392,4,52,2,1,2061.4053790669045
30,1,24,3,1,1203.261906032904
309,4,59,5,2,2880.513810188701
148,1,30,2,1,1155.08701895575
368,2,21,4,1,1587.1939700998855
333,5,60,1,2,2466.9161951525357
394,5,53,4,3,2958.598699330266
101,2,31,5,1,1880.4687292540204
456,4,35,4,3,2507.8423068801035
289,4,25,5,3,2452.1575438224004
134,3,49,2,3,2179.917951172883
492,1,44,4,3,2455.9937710300014
406,4,59,3,3,2827.586414065383
120,2,54,3,3,2457.7434188802617
363,4,40,4,2,2360.8803105663333
148,5,24,4,2,2001.3706663159774
493,1,29,1,3,1701.8341423924037
444,3,42,4,2,2444.3593094769826
282,1,20,1,2,1202.808998592897
108,5,43,1,3,2161.8949660398252
261,5,21,1,3,1739.752063304484
347,5,59,1,1,2250.84523475441
113,5,53,2,2,2313.919660879235
223,2,32,3,3,2036.5405009546466
258,3,49,1,2,1968.86133654271
161,5,46,3,2,2452.500434605304
259,5,27,1,2,1691.6292174521473
284,4,38,3,1,1925.95846203462
174,3,33,4,3,2297.671036066919
496,1,64,4,2,2679.897611581309
350,3,36,3,3,2298.480424685081
17,3,46,1,2,1777.8664026992635
293,3,35,2,3,2056.882860873819
14,5,61,3,3,2709.6322831199586
154,5,33,5,3,2578.95656213341
110,2,18,2,2,1328.8398219672513
173,1,19,5,1,1530.3668258434984
383,4,32,3,3,2243.613004212772
156,3,56,1,1,1793.0327793606834
73,1,45,5,3,2438.7095876218655
100,1,18,3,1,1204.3675766885585
126,2,22,2,3,1591.3864965630619
363,4,59,1,1,2163.123414156672
276,3,39,5,3,2614.973915984029
319,4,53,3,3,2585.580515295695
182,2,63,1,1,1895.8043532988384
56,5,30,1,3,1944.9326312558871
149,1,18,4,2,1454.987404787776
255,3,33,1,3,1764.9645272592013
158,5,58,3,3,2820.330789961594
255,2,39,2,2,1872.1172255682145
404,4,49,4,2,2568.0044740800226
496,1,33,3,2,1834.5300920402099
485,3,32,3,1,1747.5444336975088
14,5,63,3,2,2602.0853600769815
474,5,59,5,1,2793.401878947617
193,1,29,5,2,1908.7677288486116
29,4,18,2,1,1340.0388356246544
434,2,34,3,2,1882.277678529552
55,4,58,5,2,2724.8856327571907
21,4,45,5,3,2703.5496311347515
79,4,24,5,2,2030.6883100258522
26,1,26,2,3,1553.3946926894703
380,1,39,2,2,1810.5097303062173
156,2,43,3,2,1991.921054555258
163,4,29,4,3,2266.4476383072015
313,1,24,3,3,1731.6024199838314
117,2,63,5,1,2448.536878827157
245,2,64,5,3,2960.609578323044
317,4,32,1,1,1453.4215942325484
361,3,55,3,2,2318.1798345117445
79,4,38,5,3,2541.8402759253026
192,3,31,5,3,2384.9407407115427
259,2,19,4,2,1713.9055080656783
237,1,25,1,2,1187.4414831348251
111,5,62,3,2,2700.6772533762287
84,2,23,2,2,1407.1770705655726
426,1,54,3,3,2491.5347007487076
455,2,54,3,2,2325.5674342456678
225,4,50,4,2,2525.7503636047313
416,3,58,3,3,2744.019400131064
408,2,23,4,1,1714.2261087395475
420,1,43,4,3,2415.9988321208725
212,4,56,5,1,2535.9979659759956
201,5,58,2,2,2454.711019428443
258,4,54,4,3,2782.8394727175346
251,3,31,1,2,1602.6480825003482
474,4,54,1,3,2395.121764161893
188,5,25,2,1,1514.5048498288916
446,1,56,4,3,2762.282242959564
471,2,30,2,2,1832.2672682323464
228,3,30,5,3,2422.295631087315
91,5,57,1,2,2259.7110579509517
101,3,60,3,3,2639.27328104998
444,4,45,1,1,1910.9092437771915
184,3,35,4,3,2374.734396660898
248,5,36,2,3,2219.3744054717386
269,2,55,1,3,2146.618754189011
400,2,49,3,3,2429.240336391217
374,3,39,3,1,1946.7761802897721
172,1,19,2,2,1253.2578872635838
57,3,30,2,3,1800.8680510516165
338,4,40,1,3,2190.8617967079304
337,2,42,4,3,2366.645821535323
125,2,45,5,1,2185.9328206880496
438,2,28,3,2,1877.1585108930103
346,1,50,2,2,2068.597595118723
346,1,41,5,3,2552.1552422529644
378,5,19,5,3,2437.511658417331
234,3,47,5,2,2610.9238698086897
361,3,34,4,3,2385.7617357253043
337,4,57,2,3,2628.308259551409
156,2,51,3,3,2357.6900587606274
72,1,55,2,1,1714.2784719621259
303,4,39,1,1,1719.4836043361174
332,4,22,3,2,1913.5306268464792
452,1,57,2,1,1896.0817550778447
334,3,33,3,1,1904.992140880759
22,2,30,1,2,1442.2254464571138
440,3,43,3,1,2000.890457395123
198,4,48,5,2,2637.1171566834205
296,2,56,4,3,2665.840956233087
217,5,40,1,2,1975.1420310777264
123,4,29,3,2,1884.7033187174234
489,3,31,1,2,1740.657880920585
31,3,35,5,3,2312.044288745223
358,3,44,4,3,2668.5037209715597
223,1,45,1,3,1811.8338597193265
180,4,35,5,2,2367.6191641374717
332,2,33,5,2,2142.0680321950913
63,3,33,5,2,2133.6878546164457
403,3,30,3,2,1974.5630099124794
307,1,46,2,2,1878.3900009647414
329,2,26,1,2,1440.9687973569633
135,4,43,2,2,2009.0984571590711
286,5,45,5,1,2458.4236002361654
473,1,58,2,3,2429.6550242898797
213,4,30,5,1,2013.7858010466073
203,5,53,5,3,2979.018983101414
178,3,26,4,2,1877.1056604245045
161,3,64,4,1,2443.9288249682204
44,2,31,2,2,1470.9871147541617
193,5,29,1,1,1456.2557395762435
295,3,49,2,1,1954.6530939926465
66,3,55,1,2,2010.722318000866
231,2,20,2,1,1231.0341816004168
312,4,33,3,1,1934.7594811408112
172,3,37,3,3,2131.889087386868
28,1,49,1,2,1557.7359455423332
379,1,40,4,2,2128.76535685573
273,4,34,1,1,1479.1504415500988
291,5,33,2,2,1998.6556443021855
122,2,55,5,3,2724.9101631562753
497,1,25,3,3,2001.5395533216265
336,1,36,5,2,2110.666488913035
39,4,47,3,2,2185.8467159994325
144,5,51,2,3,2525.0534569789147
76,5,31,3,2,2038.09994762512
74,4,39,1,1,1549.8300810576986
301,1,61,5,2,2629.757648141908
34,2,34,5,1,1810.1492569228874
46,1,32,2,3,1685.3333291095091
10,5,49,5,2,2555.316343745545
408,1,30,2,3,1949.3907917204044
46,2,38,4,2,2019.0532749214556
150,3,57,1,1,1809.9197722805718
241,1,50,3,2,2057.104239040389
145,4,44,3,3,2349.841893354735
398,3,52,3,1,2148.067451738818
197,4,33,4,2,2169.083263574111
137,4,45,1,3,2188.079580404635
210,4,51,5,3,2869.941447385829
136,1,64,5,2,2503.4775771598497
266,5,18,1,3,1712.3049768745168
173,3,58,1,1,1869.09386152067
44,2,48,3,2,2036.4462665256788
203,5,53,5,1,2604.450211773626
200,1,61,1,3,2060.0212830255573
113,4,50,5,3,2760.2529205895003
32,2,50,1,3,1910.625539964558
274,3,56,2,1,2101.8715052719444
299,5,35,3,3,2385.2493187409627
439,5,40,1,2,1969.5694464140995
471,2,40,4,2,2192.079971279077
393,1,32,1,3,1745.234465132802
269,3,43,2,2,1964.5436800229475
423,2,47,4,1,2117.5314733686723
488,4,42,4,1,2275.4851358789274
367,3,62,1,3,2484.7802230453085
84,5,33,2,2,1894.8639397046231
364,2,56,4,2,2553.1575213894557
81,5,62,3,3,2823.3671523929634
268,5,31,3,1,1937.7132423689573
407,5,34,5,3,2743.334376428496
197,1,29,5,2,1863.849950341168
470,5,46,2,2,2444.265038304193
182,4,49,4,3,2728.7841429080345
489,4,41,3,1,2086.161056309304
299,3,30,3,1,1693.943737347053
54,5,37,2,3,2197.759641117409
70,5,32,4,2,2184.001357789854
92,2,21,2,1,1171.3528970050306
132,1,51,1,3,1961.2800218054372
367,3,45,3,2,2251.173246063451
25,5,19,2,1,1410.4008227911042
75,2,64,2,1,2022.0677170159827
433,1,47,1,3,2038.4449863753803
154,3,43,5,2,2397.484312969469
384,3,64,3,1,2433.7405890883238
171,5,43,2,3,2414.2432596047315
243,3,37,3,1,1833.1722984040275
389,2,59,5,2,2741.0275674758113
153,3,45,2,1,1732.0605480113998
367,4,37,1,2,1831.579135462217
197,2,28,3,1,1565.5852089484074
331,1,27,1,1,1184.032145184223
459,1,40,5,3,2525.378060713953
483,5,54,5,1,2781.383461175803
22,5,58,3,2,2540.874340661251
193,4,36,5,3,2559.212450513538
120,1,62,4,2,2398.6636556918256
424,1,35,3,2,1841.1608973395073
299,1,44,4,3,2396.1862190328866
304,1,23,5,2,1826.4095683202797
460,3,27,3,1,1735.3771224930415
401,2,19,4,3,1972.66798125555
224,2,41,5,1,2129.590439267182
471,4,55,2,1,2246.8819961698664
129,3,45,2,2,1987.5750116991462
391,1,45,1,2,1755.878937752177
64,1,62,2,1,1822.3915704285366
36,5,56,4,3,2865.518121961595
127,5,19,2,1,1438.5402071417207
230,4,63,3,1,2386.930364667213
240,1,22,3,2,1439.4574554372914
62,4,28,3,2,1800.1363393194774
304,3,27,2,1,1530.2044528275333
330,2,60,2,1,2153.093691853748
410,1,19,1,2,1240.9198330935765
242,3,32,5,1,1961.1635344573776
167,1,56,1,2,1874.318973474997
446,5,58,4,1,2736.8691708391643
278,4,54,3,3,2765.0616548295516
30,5,24,2,3,1958.205756278287
412,2,37,5,1,2107.213487079008
62,5,51,5,2,2729.753886147287
284,1,52,2,1,1745.8694487842245
322,5,51,1,1,2070.8474994420126
290,1,39,5,2,2221.698685433118
223,2,48,1,1,1496.6371523953544
40,5,40,2,2,2027.1339429713537
346,4,36,1,1,1717.5043877423989
192,4,21,3,2,1732.4383180089717
32,4,41,2,1,1629.7259895790403
41,5,37,2,3,2159.116506752029
455,5,56,5,2,3051.3020531882266
83,5,45,5,3,2811.5305670018547
19,1,56,5,2,2380.846889381616
493,2,34,3,2,1930.2178707373937
465,4,36,3,2,2147.587798296909
63,1,52,4,2,2180.6385750646846
61,4,49,2,1,1907.5735213811734
157,1,64,5,1,2451.1253645584015
169,5,63,2,2,2566.5300608791395
379,4,64,1,1,2182.3468053519086
23,5,63,3,2,2634.3066425336465
187,4,56,4,2,2618.0210989423013
421,3,52,1,3,2217.2941122057796
375,1,47,2,2,1906.5434895029723
62,3,34,3,2,1864.0032185105167
417,1,59,5,1,2432.8315652873434
344,2,64,1,2,2217.787022554692
31,4,46,3,2,2189.417526616654
39,2,23,2,3,1596.5343262404342
200,2,34,2,1,1488.343510792524
269,1,34,1,1,1263.3386041985023
214,3,31,1,3,1784.9771786518222
68,5,41,1,2,1885.9232022554033
480,1,54,4,3,2599.215642081092
273,5,57,5,1,2731.4199864886036
475,2,56,3,3,2507.048690784524
21,5,49,2,1,1971.9580595312636
128,3,53,2,3,2288.6913922153044
424,1,54,5,2,2500.5142458425903
471,3,31,1,2,1689.7387534434229
299,3,44,1,1,1612.483339706643
347,1,36,2,3,1877.977499677048
257,3,48,5,1,2350.0663047171606
363,4,63,2,2,2594.0210198546015
136,4,26,1,1,1447.958656383125
84,4,55,3,2,2300.572471336523
370,5,34,1,1,1668.3043221177877
213,3,36,3,3,2160.964680063574
58,1,61,4,2,2355.9134999999565
88,1,21,5,1,1532.2269056214618
450,5,28,4,2,2254.493872988629
488,1,39,1,3,1747.616080132414
250,4,21,5,2,2146.7302177097845
358,3,34,1,3,1934.1332727586428
163,1,25,5,2,1867.161665708971
283,1,63,5,3,2840.7674032708437
105,2,51,1,2,1840.0581003907482
223,2,28,1,3,1521.5171870189151
303,2,48,5,1,2207.98134283212
218,3,28,5,1,1978.7128702199761
352,4,55,1,2,2227.5456941187467
97,4,38,1,3,2051.964064349371
315,4,63,2,1,2268.7647108903607
273,3,47,2,2,2204.1073550291903
434,3,27,2,1,1691.7689069630696
399,2,43,4,3,2427.2539806064865
334,1,44,5,2,2274.2783260365277
437,5,25,3,3,2331.1000956470857
386,5,56,4,3,2984.861140498655
329,1,25,5,3,2101.219637835589
166,2,25,3,1,1396.3397777703697
165,1,51,2,2,1867.1860537811842
148,1,33,3,3,1889.898302911572
130,5,58,1,1,2061.319151892571
74,2,30,1,3,1482.5351720217159
116,3,40,5,1,2180.054423186787
156,5,29,4,2,2237.9672456375747
146,3,44,2,2,1978.6197983536974
420,2,39,5,2,2346.288129061303
171,1,49,2,2,1818.7071515972698
